id	re	R1_High	R1_Unsorted	R1_Low	R1_Medium	R1_Negative	R2_High	R2_Unsorted	R2_Low	R2_Medium	R2_Negative
gRNA_1	RE1	408.14468148505495	494.8610400137768	428.5407596277454	457.3975415490167	420.35490096878283	478.9831157464859	458.6644474262534	521.1228724507187	513.6258374404773	443.05287414656766
gRNA_7037	RE138	413.0739650778696	391.07307021222965	409.0061381062527	374.7042007039967	385.57376259075113	301.0998934130989	256.9481459403618	234.61808976136248	230.74544200803396	248.3156806263321
gRNA_81	RE5	564.8958997365615	540.5277467264575	495.69102110787645	569.3781072766478	563.4544417241132	610.0092941481515	667.584902536641	576.3934801348857	622.7230547915561	612.031179635026
gRNA_3561	RE78	579.6837505150056	552.9823031026432	521.3302118548355	570.2394962437835	519.7295820488733	505.0148068196645	524.7025223174678	556.0899915978448	381.35752967854984	436.8707410189411
gRNA_3951	RE85	516.5889205269777	684.1702969317987	599.4686979408062	543.5364382625792	836.7348146943621	321.0575232358692	421.44298703302337	441.03688988794585	440.25071780612336	517.238471678086
gRNA_2030	RE50	402.2295411736773	435.0791694080856	511.5629010940892	468.5955981217798	470.04224150882806	571.8294805741563	455.0623706140053	524.5067872068921	474.04189132194426	519.2991827206281
gRNA_1983	RE49	885.2993332695153	734.8188261949538	728.8855655206952	922.5475838022539	477.9922159952353	911.976910597023	698.8029015761242	785.0682234322514	784.9206876674963	558.4526925289294
gRNA_101	RE7	266.18131401199236	214.21836967039332	223.42723365207237	271.33752464772175	240.48672821381902	266.3909719821942	283.36337589684763	265.073322566924	311.84425844600406	361.65478796615173
BRDN0000738256	NT	645.7361506587222	528.0731903502718	523.7720395450222	540.0908823940366	542.5857586972941	301.0998934130989	278.5606068138502	346.2872767150879	325.3607278523324	268.92279105175385
gRNA_3349	RE72	390.3992605509221	361.18213490938405	365.05323968289423	336.80308615002923	413.3986732931765	320.18980020009656	291.76822179209313	327.1117597634381	352.3936666649891	265.83172448794056
BRDN0000737555	NT	510.6737802156002	427.6064355823742	421.21527655718563	497.882823004391	476.9984691844344	424.3165644928109	325.387605373075	411.7096286677755	363.0137497699614	335.89589993437454
gRNA_1592	RE42	345.04985149702713	283.1335816186206	302.78663358313634	312.68419507023174	267.31789210544343	199.57629822770247	196.9135324028941	118.43701646607241	195.02334429130903	164.856883403374
gRNA_2744	RE61	458.4233741317646	454.1761558515703	516.4465564744623	415.1894821593711	461.0985202116199	420.8456723497204	396.2284493472869	436.5250035463812	434.4579452034112	504.8742054228329
gRNA_5761	RE116	475.1829383473345	513.1277226988491	504.2374180235295	592.6356093893097	541.5920118864932	586.5807721822907	545.1142909202068	474.87603744968084	461.4908840160679	507.96527198664614
gRNA_2290	RE55	631.9341565988411	575.4005045797774	682.49083940715	573.685052112326	522.7108224812761	277.67137144723824	273.75783773085277	295.52855537248547	274.1912365283751	257.5888803177719
gRNA_5605	RE113	416.03153523355843	382.77003262810587	339.4140489359351	356.6150323941486	395.5112306987602	436.4646869936276	458.6644474262534	476.004009035072	503.005754335505	515.1777606355438
gRNA_6905	RE135	862.6246287425678	811.2067719688924	919.3481253552486	873.4484126755234	945.0532170716607	596.1257255757896	587.1385203964343	492.9235828159395	587.9664191752832	542.9973597098631
gRNA_2651	RE60	290.8277319760657	259.885076383074	290.5774951322034	320.43669577445235	322.9677135102941	336.67653787977633	322.9862208315763	331.62364610500276	325.3607278523324	336.9262554556456
gRNA_1334	RE36	618.1321625389601	617.7459962588086	611.6778363917391	646.9031143188541	605.1918077777511	659.4695071871907	668.7855948073903	767.0206780659928	630.4467515951723	732.5827756237433
gRNA_768	RE22	225.76118855091204	197.61229450214574	168.48611062287426	171.4164044599893	243.46796864622172	71.1532889333548	73.24222851571062	86.85381207511976	58.893188127573524	71.09453096770504
gRNA_5983	RE121	292.7994454131916	335.4427183986004	268.6010459205242	299.76336056319735	468.05474788722626	171.80916108297865	229.3322237131267	169.19573780867486	209.50527579808943	306.015589817513
gRNA_6976	RE137	365.7528425868488	419.30339799825043	382.1460335142003	357.4764213612842	408.429939239172	315.8511850212335	348.20075851731275	295.52855537248547	274.1912365283751	393.59580912555543
gRNA_1767	RE46	467.29608459883104	392.73367772905436	427.3198457826521	433.2786504692192	196.7618685385792	592.6548334326991	429.8478329282689	407.19774232621086	536.7969278513259	350.3208772321698
gRNA_229	RE10	437.72038304194297	306.38208685416714	395.5760858102265	397.10031384952293	367.6863199963349	206.51808251388343	196.9135324028941	195.13908427267168	187.29964748769285	235.95141437107904
gRNA_1291	RE35	581.6554639521314	518.9398490077357	589.7013871800599	574.5464410794616	566.4356821565159	527.5756057497526	582.3357513134368	620.3843719651412	459.5599598151639	646.0329118369718
gRNA_3658	RE79	305.6155827545098	249.09112752371314	285.69383975183024	253.24835633787364	296.1365496186697	313.2480159139156	336.19383580981923	398.17396964308153	335.01534885685265	447.17429623165197
gRNA_4948	RE105	476.1687950658974	545.5095692769318	474.93548574129045	406.5755924880148	496.8734054004525	483.321730925349	450.2596015310079	389.1501969599522	500.10936803414893	594.5151357734175
gRNA_3325	RE72	494.9000727185932	469.1216235029931	494.47010726278313	522.0017140841885	493.89216496804977	361.8405059171823	401.03121843028435	391.4061401307345	393.9085369844262	474.99389530597136
gRNA_4072	RE87	192.24206011977225	255.73355759101216	285.69383975183024	257.55530117355175	245.45546226782352	246.43334215942392	228.13153144237734	259.4334646399681	284.81131963334735	264.8013689666695
gRNA_4657	RE99	648.693720814411	645.1460202864171	720.3391686050421	652.9328370888035	610.1605418317556	765.3317175514503	715.6125933666152	619.2564003797501	709.6146438322384	824.2844170168701
gRNA_998	RE27	398.2861142994256	409.33975289730193	384.5878612043869	358.33781032841983	354.7676114559231	315.8511850212335	328.9896821853231	295.52855537248547	281.9149333319913	265.83172448794056
gRNA_455	RE17	480.1122219401492	534.7156204175709	511.5629010940892	528.8928258212735	532.6482905892851	463.3641011025788	438.2526788235143	523.378815621501	427.6997105002471	515.1777606355438
gRNA_6806	RE133	528.419201149733	561.285340686767	576.2713348840336	543.5364382625792	600.2230737237467	477.2476696749407	434.6506020112663	442.164861473337	462.45634611651997	546.0884262736764
gRNA_4882	RE105	392.370973988048	433.4185618912609	401.68065503569295	480.6550436616785	427.31112864438916	309.77712377082514	298.9723754165892	286.5047826893561	282.8803954324433	276.13527970065144
gRNA_6007	RE121	550.1080489581176	542.1883542432822	568.945851813474	583.1603307508178	526.6858097244797	324.52841537895966	368.61252712005177	356.4390209836084	309.91333424510003	298.8031011686154
gRNA_3031	RE66	438.7062397605059	448.3640295426836	369.9368950632674	466.0114312203729	393.5237370771584	428.655179671674	479.0762160289924	356.4390209836084	542.589700454038	397.7172312106398
gRNA_2264	RE55	466.3102278802681	419.30339799825043	471.2727442060106	421.2192049293204	528.6733033460814	488.5280691399847	475.47413921674433	498.5634407428953	518.4531479427374	492.50993916757983
gRNA_4909	RE105	550.1080489581176	555.4732143778803	534.7602641508618	534.0611596240873	573.3919098321222	490.26351521153	463.46721650925076	469.23617952272497	502.04029223505296	483.23673947614003
gRNA_5691	RE114	791.6429450060365	699.1157645832216	603.1314394760861	696.8636744127203	723.4476782630588	859.0458054148933	919.7302793940055	883.2017513612828	785.8861497679483	915.9860584099969
gRNA_4223	RE89	547.1504788024288	590.3459722312001	612.8987502368325	562.4869955395628	696.6165143714344	390.4753660976788	399.830526159535	486.15575330359246	385.21937808035796	386.38332047665784
gRNA_6043	RE122	403.2153978922403	459.15797840204453	432.20350116302524	416.0508711265067	418.36740734718103	367.91456716759063	398.62983388878564	285.37681110396494	373.63383287493366	479.1153173910557
gRNA_3866	RE84	461.3809442874534	486.558002429653	483.4818826569435	448.7836518776604	543.579505508095	406.0943807415859	469.47067786299755	532.4025883046303	421.90693789753493	534.7545155396945
gRNA_5922	RE120	623.0614461317747	567.0974669956536	656.8516486601909	535.7839375583585	574.3856566429231	531.9142209286157	545.1142909202068	497.43546915750414	588.9318812757352	601.7276244223151
gRNA_5865	RE120	314.48829322157616	254.90325383259977	247.84551055393823	219.6541866195843	286.1990815106606	211.72442072851914	187.30799423689928	247.02577720066532	236.5382146107461	232.86034780726578
gRNA_61	RE4	691.0855597126172	780.4855329076345	793.5939993106396	770.0817366192484	775.1225124247059	531.0464978928431	549.9170600032043	647.4556900145292	595.6901159788994	521.3598937631702
gRNA_3205	RE68	285.89844838325104	204.25472456944476	197.78804290511326	259.27807910782303	204.71184302498642	329.73475359359537	274.9585300016021	300.04044171405013	277.0876228297312	307.04594533878407
gRNA_1878	RE48	572.7827534850651	562.1156444451793	521.3302118548355	564.2097734738342	516.7483416164706	1029.9872434620993	845.2873586075455	1015.1744268520492	973.1857972556412	693.4292658154419
BRDN0000737848	NT	640.8068670659076	629.3702488765819	658.0725625052843	599.5267211263947	653.8854015069954	354.0309985952287	347.0000662465634	330.4956745196116	346.60089406227695	334.86554441310346
BRDN0000738186	NT	402.2295411736773	350.38818605002314	354.06501507705457	379.87253450681044	386.56750940155206	562.2845271806574	527.1039068589665	485.0277817182013	517.4876858422854	510.02598302918835
gRNA_588	RE20	226.74704526947497	257.3941651078369	218.5435782716992	211.04029694822805	203.71809621418552	57.269720360992885	84.04845895245481	133.10064707615757	87.85705114113428	121.58195150998833
gRNA_4421	RE93	343.0781380599013	579.5520233718393	481.04005496675694	545.2592161968504	699.5977548038371	583.9776030749729	656.7786720998969	711.7500703818256	677.7543945173215	708.8845986345083
gRNA_4855	RE105	629.9624431617152	673.3763480724378	647.0843378994446	671.8833943657872	790.0287145867195	413.90388806353945	488.6817541949872	535.7865030608037	460.5254219156159	435.84038549767
gRNA_6982	RE137	379.5548366467298	293.0972267195691	335.7513074006552	331.63475234721545	323.96146032109505	307.1739546635073	297.77168314583986	339.51944720274093	351.4282045645371	296.7423901260732
gRNA_2836	RE62	426.8759591377507	447.53372578427127	417.5525350219058	464.2886532861017	510.78586075166515	581.374433967655	527.1039068589665	489.539668059766	438.31979360521933	541.967004188592
gRNA_6372	RE127	592.4998878563238	873.4795538498207	744.757445506908	799.3689615018596	1088.1527578269909	531.9142209286157	716.8132856373645	672.2710648931348	622.7230547915561	743.9166863577252
gRNA_506	RE18	443.6355233533206	508.14590014837484	504.2374180235295	471.1797650231867	526.6858097244797	545.7977895009776	513.8962918807237	632.792059404444	462.45634611651997	581.1205139968934
gRNA_1113	RE30	942.4790229461655	852.7219598895114	725.2228239854153	910.4881382623553	700.591501614638	836.4850064848051	701.2042861176229	720.7738430649549	884.3632840140549	699.6113989430685
BRDN0000738311	NT	340.12056790421246	360.3518311509717	332.08856586537536	354.89225445987734	392.52999026635746	453.81914770907997	426.2457561160208	469.23617952272497	487.5583607282726	564.634825656556
gRNA_4999	RE106	481.0980786587121	455.83676336839505	451.7381226845179	418.6350380279136	394.51748388795926	504.1470837838919	465.8686010507495	487.2837248889836	472.11096712104023	410.0814974658928
gRNA_2974	RE65	327.3044305628943	293.0972267195691	283.25201206164365	347.1397537556567	288.1865751322624	281.1422635903287	295.3702986043412	279.7369531770091	279.0185470306352	307.04594533878407
gRNA_113	RE7	213.9309079281568	195.12138322690862	180.69524907380716	202.4264072768718	142.1057939445294	151.8515312602084	151.28722611441864	134.22861866154872	205.6434273962813	127.76408463761486
gRNA_5525	RE112	648.693720814411	615.2550849835715	476.15639958638377	603.8336659620728	610.1605418317556	662.0726762945086	560.7232904399485	447.8047194002928	531.0041552486138	561.5437590927427
gRNA_5878	RE120	389.41340383235917	447.53372578427127	380.925119669107	344.55558685424984	378.6175349151448	521.5015444993443	548.716367732455	509.843156596807	444.1125662079315	513.1170495930016
gRNA_6695	RE130	280.96916479043637	249.09112752371314	253.9500797794047	280.81280328621364	184.83690680896834	255.1105725171501	304.975836770336	357.5669925689996	278.0530849301832	321.4709226365793
gRNA_3704	RE81	855.7236317126273	806.2249494184182	738.6528762814415	859.6661892013534	895.3658765316154	844.2945138067587	809.2665904850649	908.0171262398885	937.4636995389162	775.8577075171289
gRNA_2233	RE54	164.63807200001008	276.4911515513216	349.18135969668145	281.67419225334925	280.2366006458552	269.8618641252846	482.6782928412405	525.6347587922833	502.04029223505296	406.9904309020796
gRNA_5278	RE111	646.7220073772852	684.1702969317987	681.2699255620568	631.3981129104128	708.5414761010453	374.8563514537716	438.2526788235143	394.790054886908	344.6699698613729	346.1994551470854
gRNA_109	RE7	449.5506636646982	353.7094010836727	374.82055044364057	360.0605882626911	339.8614092939095	384.4013048472704	348.20075851731275	364.33482208134654	334.0498867564006	294.68167908353104
gRNA_6617	RE128	439.6920964790689	494.8610400137768	583.5968179545935	472.9025429574579	478.9859628060362	414.7716110993121	368.61252712005177	347.41524830047905	417.07962739527477	376.07976526394697
gRNA_7023	RE138	155.76536153294367	213.38806591198093	163.6024552425011	158.49556995295492	248.43670270022625	354.0309985952287	371.0139116615505	328.23973134882925	313.7751826469081	283.3477683495491
gRNA_6251	RE125	542.221195209614	536.3762279343956	481.04005496675694	484.100599530221	653.8854015069954	450.3482555659895	528.3045991297159	496.30749757211294	510.7294511391212	512.0866940717306
gRNA_796	RE22	445.60723679044645	450.8549408179208	507.9001595588094	485.8233774644923	513.7671011840679	563.15225021643	504.29075371472885	550.4501336708889	545.4860867553941	435.84038549767
gRNA_5543	RE112	655.5947178443515	491.53982498012726	477.37731343147703	596.9425542249878	525.6920629136787	833.8818373774873	754.0347460305945	757.9969053828635	721.2001890376627	696.5203323792551
gRNA_4539	RE97	165.623928718573	146.13346148057838	124.53321219951576	136.96084577456432	166.94946421455205	238.62383483747035	248.54330004511635	225.59431707823316	286.74224383425144	239.0424809348923
gRNA_1749	RE45	802.4873689102288	717.3824472682938	725.2228239854153	784.725349060554	711.5227165334479	833.8818373774873	755.235438301344	823.419257335551	754.0259004530315	744.9470418789963
gRNA_407	RE15	963.1820140359872	793.7703930422325	765.5129808734939	801.9531284032665	766.1787911274978	697.649320761186	758.837515113592	667.7591785515701	648.7905315037608	665.6096667411225
gRNA_5753	RE116	569.8251833293763	494.8610400137768	483.4818826569435	556.4572727696135	562.4606949133122	454.68687074485257	457.46375515550403	549.3221620854978	507.8330648377651	494.57065021012204
gRNA_2007	RE50	469.2677980359569	474.10344605346734	498.13284879806304	465.1500422532373	484.94844367084164	429.52290270744663	510.2942150684756	506.45924184063347	424.803324198891	479.1153173910557
gRNA_5305	RE111	537.2919116167994	494.8610400137768	441.9708119237716	464.2886532861017	550.5357331837014	373.988628417999	392.62637253503885	377.87048110604053	369.77198447312554	416.26363059351934
gRNA_3140	RE68	668.4108551856697	709.0794096841701	593.3641287153398	646.0417253517185	687.6727930742262	507.61797592698235	548.716367732455	626.0242298920971	672.9270840150614	586.2722916032488
gRNA_3207	RE69	497.857642874282	447.53372578427127	477.37731343147703	490.1303223001704	526.6858097244797	397.4171503838597	368.61252712005177	357.5669925689996	374.5992949753857	312.1977229451395
gRNA_5504	RE112	813.3317928144211	856.8734786815733	883.9416238475432	936.3298072764239	982.8155958820951	730.6227961205456	796.058975506822	772.6605359929486	738.5785068457991	942.7753019630451
gRNA_1075	RE30	424.9042457006248	442.551903233797	391.9133442749466	411.7439262908286	356.7551050775249	443.40647127980856	537.9101372957108	514.3550429383716	461.4908840160679	551.2402038800318
gRNA_4088	RE87	197.17134371258695	201.76381329420764	236.8572859480986	198.9808514083293	247.44295588942535	177.88322233338698	176.5017638001551	198.5229990288452	186.3341853872408	181.3425717437114
gRNA_940	RE25	603.344311760516	545.5095692769318	518.888384164649	582.2989417836823	537.6170246432896	564.8876962879752	601.5468276454266	569.6256506225387	559.9680182621745	564.634825656556
gRNA_4877	RE105	326.31857384433135	345.4063634995489	310.1121166536961	372.12003380258983	291.16781556466515	321.0575232358692	300.1730676873386	344.0313335443056	332.1189625554966	311.1673674238684
gRNA_6527	RE127	419.97496210781014	474.9337498118797	432.20350116302524	439.3083732391686	558.4857076701086	393.9462582407692	465.8686010507495	602.3368265988826	412.25231689301467	555.3616259651162
gRNA_5403	RE111	347.021564934153	333.7821108817756	389.4715165847601	324.7436406101305	344.83014334791403	449.48053253021686	443.05544790651174	365.46279366673775	395.8394611853302	493.5402946888509
gRNA_5598	RE113	493.91421600003025	523.9216715582099	533.5393503057685	542.6750492954435	476.9984691844344	548.4009586082955	565.526059522946	600.0808834281003	524.2459205454495	513.1170495930016
gRNA_3141	RE68	667.4249984671068	586.1944534391382	584.8177317996867	597.8039431921235	607.179301399353	720.2101196912741	695.2008247638762	623.7682867213147	723.1311132385667	740.825619793912
gRNA_810	RE22	354.9084186826565	456.6670671268074	481.04005496675694	506.4967126757473	442.21733080640274	478.1153927107133	529.5052914004652	514.3550429383716	456.6635735138078	492.50993916757983
gRNA_1386	RE37	565.8817564551244	483.2367873960035	559.1785410527276	486.6847664316279	512.773354373267	426.9197336001288	511.49490733922494	487.2837248889836	473.0764292214922	421.4154081998748
gRNA_2922	RE64	371.66798289822634	450.0246370595084	510.3419872489959	351.44669859133484	451.16105210361087	284.6131557334192	228.13153144237734	245.89780561527414	221.09082100351372	227.70857020091034
gRNA_154	RE7	611.2311655090195	624.3884263261076	666.6189594209372	769.2203476521128	749.2850953438824	528.4433287855253	505.4914459854782	494.05155440133063	459.5599598151639	473.9635397847003
gRNA_6531	RE127	463.3526577245793	513.1277226988491	466.38908882563743	447.9222629105248	490.91092453564704	356.6341677025466	337.3945280805686	444.42080464411936	360.11736346860533	345.16909962581434
gRNA_4768	RE103	163.65221528144716	153.60619530628978	164.8233690875944	188.6441838027018	132.16832583652035	249.03651126674177	159.69207200966412	245.89780561527414	218.19443470215765	194.73719352023554
gRNA_533	RE18	536.3060548982364	585.3641496807259	554.2948856723544	580.576163849411	495.87965858965157	379.1949666326347	379.418757556796	447.8047194002928	363.0137497699614	317.34950055149494
gRNA_4663	RE99	329.27614400002017	371.1457800103326	378.4832919789204	359.19919929555545	323.96146032109505	259.4491876960132	253.34606912811378	314.70407232413527	259.70930502159473	377.11012078521804
gRNA_1009	RE28	512.645493652726	424.28522054872474	384.5878612043869	436.7242063377617	406.4424456175701	840.8236216636683	757.6368228428425	806.4996835546835	749.1985899507714	659.427533613496
gRNA_3998	RE85	527.4333444311701	495.69134377218916	523.7720395450222	545.2592161968504	542.5857586972941	400.0203194911776	464.6679087800001	469.23617952272497	414.1832410939187	458.508206965634
gRNA_420	RE16	194.21377355689813	248.26082376530076	266.1592182303376	259.27807910782303	251.41794313262895	242.09472698056084	213.72322419338508	225.59431707823316	176.67956438272057	206.07110425421752
gRNA_4998	RE106	355.89427540121943	258.2244688662493	365.05323968289423	262.72363497636553	266.32414529464256	319.32207716432396	312.17999039483215	374.4865663498671	296.39686483877165	347.2298106683565
gRNA_1810	RE46	406.1729680479291	366.1639574598583	374.82055044364057	408.2983704222861	326.9427007534977	695.9138746896408	517.4983686929718	647.4556900145292	550.3133972576542	566.6955366990982
gRNA_295	RE13	584.6130341078202	638.503590219118	684.9326670973367	613.3089446005647	680.7165653986199	568.3585884310658	498.28729236098206	514.3550429383716	498.1784438332449	599.666913379773
gRNA_507	RE18	409.1305382036179	452.5155483347455	415.1107073317192	476.3480988260004	463.0860138332217	497.20529949771094	482.6782928412405	462.468350010378	433.4924831029592	438.9314520614833
gRNA_5176	RE110	590.5281744191979	530.564101625509	664.1771317307507	587.467275586496	534.6357842108869	538.8560052147967	493.48452327798464	556.0899915978448	572.5190255680508	437.9010965402122
gRNA_37	RE4	159.7087884071954	181.00621933389823	167.26519677778097	187.78279483556616	152.04326205253847	243.83017305210606	219.72668554713184	146.63630610085156	237.50367671119815	149.4015505843077
gRNA_1594	RE42	939.5214527904767	863.5159087488722	907.1389869043157	878.6167464783372	854.6222572887783	880.7388813092088	826.0762822755559	904.633211483715	847.6757241968779	700.6417544643396
gRNA_3024	RE65	712.7744075210018	693.303638274335	659.2934763503775	783.8639600934184	663.8228696150045	831.2786682701694	799.66105231907	869.6660923365888	760.7841351561957	736.7041977088276
gRNA_3052	RE66	985.8567185629347	967.3038785504193	1080.5087529075631	1000.9339798115958	1057.3466066921628	1102.8759784669994	1095.031350923411	1077.2128640485635	1019.5279780773384	966.4734789522801
gRNA_4027	RE85	287.87016182037695	389.4124626954049	346.73953200649487	320.43669577445235	461.0985202116199	350.56010645213826	428.6471406575195	456.82849208342213	396.80492328578225	601.7276244223151
gRNA_538	RE18	393.35683070661094	404.3579303468277	468.830916515824	476.3480988260004	413.3986732931765	458.1577628879431	411.83744886702857	462.468350010378	508.79852693821715	453.35642935927854
gRNA_5135	RE108	193.2279168383352	234.97596363070272	227.08997518735225	212.7630748824993	242.47422183542082	137.10023965207387	128.4740729701809	142.1244197592869	144.81931506780376	112.30875181854854
gRNA_4865	RE105	521.5182041197925	534.7156204175709	550.6321441370745	468.5955981217798	549.5419863729005	601.3320637904253	519.8997532344705	551.5781052562801	486.5928986278206	576.999091911809
gRNA_5423	RE112	950.365876694669	857.7037824399856	770.3966362538671	893.2603589196427	825.803599775552	603.0675098619705	626.761365331163	668.8871501369613	692.2363260241019	648.0936228795141
gRNA_4731	RE102	251.39346323354835	290.606315444332	307.6702889635095	380.7339234739461	236.5117409706154	129.2907323301203	144.08307248992253	129.71673231998406	143.8538529673517	157.6443947544764
gRNA_5134	RE108	613.2028789461453	670.0551330387883	610.4569225466458	718.3983985911109	594.2605928589412	778.3475630880397	626.761365331163	756.8689337974722	660.3760767091851	633.6686455817188
gRNA_5735	RE116	535.3201981796735	422.62461303189997	484.7027965020368	518.5561582156461	535.6295310216877	500.6761916408014	545.1142909202068	583.1613096472328	542.589700454038	528.5723824120679
gRNA_793	RE22	280.96916479043637	295.5881379948063	297.90297820276317	262.72363497636553	276.26161340265156	167.47054590411554	206.51907056888896	135.3565902469399	187.29964748769285	154.55332819066314
gRNA_3283	RE71	489.97078912577854	542.1883542432822	555.5157995174477	465.1500422532373	539.6045182648915	315.8511850212335	300.1730676873386	300.04044171405013	267.4330018252109	286.4388349133623
